property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,renovation_year,garage,basement,sale_year,sale_price
1182,Laval,Fabreville,Duplex,4,4,2150,4891,1963,2019,No,Yes,2023,703000
1183,Terrebonne,Lachenaie,Triplex,6,4,2860,4041,1975,2013,Yes,Yes,2025,1318000
1184,Saint-Jean-sur-Richelieu,Iberville,Condo,1,2,847,,1995,2013,No,No,2021,250000
1185,Gatineau,Buckingham,Single Family,4,2,2055,7701,2004,,No,Yes,2025,834000
1186,Lévis,Lévis Centre,Triplex,6,5,2326,6546,2011,2019,No,Yes,2024,539000
1187,Montréal,Ahuntsic,Townhouse,4,3,1274,2331,2010,,Yes,No,2025,501000
1188,Saint-Jérôme,Bellefeuille,Condo,2,2,757,,1987,,No,No,2024,352000
1189,Blainville,Blainville Centre,Condo,2,2,633,,2022,,No,No,2024,291000
1190,Sept-Îles,Sept-Îles Centre,Single Family,5,2,1570,5172,2009,,Yes,No,2025,273000
1191,Montréal,Outremont,Condo,1,1,798,,1983,2011,Yes,No,2022,330000
1192,Mirabel,Sainte-Monique,Condo,3,2,587,,1968,,No,No,2021,242000
1193,Gatineau,Hull,Single Family,3,2,1178,5613,2011,,No,No,2024,542000
1194,Terrebonne,La Plaine,Single Family,2,3,1182,5905,2015,,Yes,Yes,2023,523000
1195,Laval,Sainte-Dorothée,Single Family,5,2,2108,5660,1969,,No,Yes,2024,743000
1196,Candiac,Candiac Centre,Single Family,4,2,1499,8347,1990,2005,Yes,Yes,2023,597000
1197,Longueuil,Saint-Hubert,Triplex,8,5,2354,3911,1956,,Yes,No,2025,1072000
1198,Gatineau,Buckingham,Single Family,4,3,1354,3652,2009,,Yes,Yes,2024,601000
1199,Montréal,Lachine,Single Family,3,2,1750,10099,1985,2010,Yes,Yes,2024,797000
1200,Laval,Vimont,Condo,2,1,806,,2011,,Yes,No,2021,403000
1201,Montréal,Saint-Léonard,Single Family,3,2,923,7929,1966,2005,Yes,No,2022,455000
1202,Québec,Lebourgneuf,Single Family,4,4,997,10689,1987,2018,Yes,Yes,2023,330000
1203,Longueuil,Saint-Hubert,Condo,2,2,704,,2022,,No,No,2025,496000
1204,Gatineau,Aylmer,Single Family,4,4,1435,5058,1980,2021,No,Yes,2022,469000
1205,Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,2,1237,3056,1995,2024,Yes,Yes,2024,276000
1206,Gatineau,Aylmer,Condo,2,1,822,,1998,,No,No,2024,452000
1207,Laval,Sainte-Dorothée,Townhouse,4,2,1290,2862,1955,2005,Yes,Yes,2024,445000
1208,Montréal,Rosemont,Single Family,6,2,1550,10703,1993,2010,Yes,No,2025,667000
1209,Brossard,Solar Uniquartier,Single Family,5,4,1136,5423,2018,,Yes,Yes,2023,458000
1210,Alma,Alma Centre,Townhouse,3,3,1146,3014,1988,2012,Yes,Yes,2022,190000
1211,Québec,Limoilou,Triplex,7,4,2521,4863,2010,,Yes,Yes,2022,675000
1212,Montréal,Mercier,Condo,2,1,643,,1983,,No,No,2024,342000
1213,Québec,Beauport,Condo,2,2,555,,1906,,No,No,2024,234000
1214,Gatineau,Hull,Townhouse,3,2,868,3037,1955,,Yes,Yes,2023,297000
1215,Rimouski,Rimouski Centre,Single Family,3,3,1029,8398,2016,,Yes,Yes,2025,281000
1216,Québec,Beauport,Townhouse,2,2,867,3674,1914,2020,Yes,Yes,2023,212000
1217,Victoriaville,Centre-Ville,Single Family,3,2,1046,9441,1960,,Yes,Yes,2022,326000
1218,Sherbrooke,Rock Forest,Single Family,3,3,1363,6401,1990,,Yes,Yes,2024,497000
1219,Brossard,Secteur A,Condo,3,2,860,,1982,,No,No,2024,553000
1220,Montréal,Rosemont,Single Family,6,3,1186,4429,1905,,Yes,No,2025,505000
1221,Québec,Val-Bélair,Condo,1,1,988,,1900,,Yes,No,2024,358000
1222,Montréal,Verdun,Condo,3,2,826,,2020,,No,No,2021,387000
1223,Brossard,Secteur B,Single Family,5,2,1844,8767,2014,,Yes,No,2024,746000
1224,Baie-Comeau,Baie-Comeau Centre,Condo,2,2,612,,2017,,Yes,No,2022,121000
1225,Candiac,Candiac Centre,Single Family,5,2,1663,8254,1971,,Yes,Yes,2022,500000
1226,Boucherville,Boucherville Centre,Triplex,5,4,1923,3576,1987,,Yes,Yes,2025,855000
1227,Saguenay,La Baie,Single Family,5,3,2054,6331,2000,,Yes,Yes,2025,450000
1228,Longueuil,Le Vieux-Longueuil,Townhouse,2,3,1260,2342,1959,,No,Yes,2025,500000
1229,Baie-Comeau,Baie-Comeau Centre,Duplex,4,3,1819,3499,1984,,Yes,No,2022,177000
1230,Gatineau,Gatineau Centre,Condo,2,1,681,,1958,,Yes,No,2023,338000
1231,Brossard,Secteur A,Bungalow,4,2,1065,5610,2001,,Yes,Yes,2025,589000
1232,Longueuil,Greenfield Park,Single Family,3,2,1584,8950,2019,,Yes,Yes,2025,834000
1233,Montréal,LaSalle,Townhouse,2,2,956,2186,1943,,Yes,Yes,2021,280000
1234,Gatineau,Buckingham,Townhouse,3,1,1011,2422,1963,,No,Yes,2022,354000
1235,Montréal,Ahuntsic,Single Family,3,2,1132,5584,1957,2012,Yes,Yes,2024,517000
1236,Montréal,Hochelaga-Maisonneuve,Single Family,4,3,1398,7214,1984,2006,Yes,Yes,2022,538000
1237,Trois-Rivières,Trois-Rivières-Ouest,Duplex,5,3,1663,4993,1961,,Yes,Yes,2021,272000
1238,Vaudreuil-Dorion,Centre-Ville,Townhouse,3,2,825,2947,1957,,Yes,Yes,2022,235000
1239,Québec,Sainte-Foy,Single Family,4,3,1482,6045,1959,2024,No,Yes,2024,453000
1240,Québec,Vanier,Condo,2,1,565,,2012,,Yes,No,2024,236000
1241,Montréal,NDG,Single Family,4,2,1456,6883,2003,2013,No,Yes,2024,556000
1242,Montréal,Mercier,Duplex,4,3,1786,6764,1969,2015,Yes,Yes,2024,898000
1243,Blainville,Blainville Centre,Townhouse,2,2,1028,3683,1964,,Yes,Yes,2024,340000
1244,Montréal,Villeray,Single Family,5,4,2052,10354,2022,,Yes,Yes,2024,893000
1245,Mirabel,Sainte-Monique,Single Family,2,3,1817,8085,1972,2012,Yes,Yes,2025,578000
1246,Québec,Val-Bélair,Single Family,5,4,1290,6709,1947,,Yes,Yes,2024,382000
1247,Granby,Centre-Ville,Triplex,7,4,2357,4074,1980,,Yes,No,2024,754000
1248,Châteauguay,Centre-Ville,Single Family,3,3,1383,6949,1963,,No,No,2025,423000
1249,Montréal,LaSalle,Single Family,3,2,1752,8803,1909,2019,Yes,Yes,2021,581000
1250,Laval,Fabreville,Triplex,4,5,2661,5999,1964,2012,No,Yes,2021,866000
1251,Trois-Rivières,Centre-Ville,Single Family,4,2,1110,12931,1987,,Yes,Yes,2024,334000
1252,Montréal,Outremont,Condo,2,2,772,,1955,,No,No,2023,349000
1253,Boucherville,Boucherville Centre,Duplex,5,2,1306,5088,2022,,Yes,Yes,2025,664000
1254,Montréal,Rosemont,Duplex,5,3,2043,3415,1946,,Yes,Yes,2023,552000
1255,Gatineau,Buckingham,Single Family,4,4,1507,7764,1971,,No,Yes,2024,579000
1256,Montréal,Hochelaga-Maisonneuve,Bungalow,2,2,1067,4956,2016,,Yes,Yes,2024,559000
1257,Terrebonne,La Plaine,Single Family,5,3,1498,3225,1969,2013,Yes,Yes,2022,529000
1258,Saint-Bruno-de-Montarville,Centre-Ville,Condo,2,2,683,,1968,2020,No,No,2021,347000
1259,Québec,Charlesbourg,Single Family,4,1,1438,9748,1992,,Yes,Yes,2023,370000
1260,Gatineau,Gatineau Centre,Single Family,4,3,1673,9167,2019,,Yes,No,2022,621000
1261,Québec,Beauport,Single Family,4,2,1511,10440,1967,2009,Yes,Yes,2022,457000
1262,Brossard,Secteur B,Single Family,3,2,1303,4980,1964,2009,No,Yes,2023,540000
1263,Montréal,Ville-Marie,Condo,2,2,746,,1996,2015,No,No,2022,361000
1264,Québec,Sainte-Foy,Single Family,4,3,1457,8569,1980,2009,Yes,Yes,2024,414000
1265,Rimouski,Rimouski Centre,Single Family,2,3,1459,9666,2015,,Yes,Yes,2024,288000
1266,Montréal,Plateau-Mont-Royal,Single Family,3,3,993,6955,1968,2022,No,Yes,2023,450000
1267,Lévis,Charny,Single Family,3,2,1340,12465,2016,2024,Yes,Yes,2024,468000
1268,Montréal,Mercier,Single Family,2,3,1200,4427,1924,,No,Yes,2022,333000
1269,Saint-Jérôme,Bellefeuille,Single Family,3,3,1655,8668,1974,,Yes,Yes,2024,454000
1270,Boucherville,Boucherville Centre,Condo,2,2,714,,2010,,Yes,No,2025,460000
1271,Châteauguay,Centre-Ville,Single Family,3,2,1729,4083,1966,2017,Yes,Yes,2025,519000
1272,Sept-Îles,Sept-Îles Centre,Condo,2,1,658,,1968,2020,No,No,2021,128000
1273,Québec,Sillery,Single Family,4,2,1478,10472,1910,,Yes,Yes,2023,368000
1274,Terrebonne,La Plaine,Single Family,6,3,1278,9038,1985,2010,Yes,Yes,2024,763000
1275,Québec,Sillery,Single Family,6,3,859,6029,2009,,No,Yes,2024,327000
1276,Saint-Jérôme,Bellefeuille,Duplex,3,3,2014,6557,2000,,Yes,Yes,2023,416000
1277,Terrebonne,La Plaine,Single Family,3,3,1550,13360,1976,,Yes,Yes,2025,762000
1278,Brossard,Secteur A,Single Family,6,3,1425,5244,1959,2016,No,No,2025,668000
1279,Blainville,Blainville Centre,Duplex,4,3,1314,3236,1971,,Yes,Yes,2024,485000
1280,Longueuil,Le Vieux-Longueuil,Single Family,2,3,1647,6703,1977,2014,Yes,Yes,2022,544000
1281,Laval,Chomedey,Single Family,4,2,1221,6175,1982,,Yes,Yes,2025,625000
1282,Montréal,Mercier,Single Family,5,3,1047,10486,1952,,Yes,Yes,2024,501000
1283,Repentigny,Le Gardeur,Condo,1,1,651,,1994,,Yes,No,2023,372000
1284,Longueuil,Greenfield Park,Single Family,2,1,1724,7016,1959,,Yes,Yes,2022,540000
1285,Sherbrooke,Rock Forest,Duplex,3,3,1924,4334,1978,2010,Yes,Yes,2025,463000
1286,Drummondville,Saint-Charles,Single Family,4,2,1621,5780,2012,,Yes,No,2024,374000
1287,Brossard,Secteur C,Townhouse,3,2,1052,3190,1989,,Yes,No,2021,326000
1288,Châteauguay,Centre-Ville,Condo,2,1,833,,1969,,Yes,No,2022,224000
1289,Gatineau,Buckingham,Townhouse,3,2,971,2992,1956,,Yes,Yes,2025,384000
1290,Brossard,Secteur B,Townhouse,4,1,1149,3092,2019,,No,Yes,2021,367000
1291,Candiac,Candiac Centre,Single Family,4,2,1616,13671,1978,2014,Yes,Yes,2024,648000
1292,Repentigny,Repentigny Centre,Single Family,3,1,2108,4906,1955,2024,Yes,Yes,2024,658000
1293,Granby,Centre-Ville,Triplex,7,4,2630,3785,1964,,Yes,Yes,2024,929000
1294,Alma,Alma Centre,Single Family,6,3,1709,6289,1997,,No,Yes,2024,355000
1295,Montréal,NDG,Condo,1,1,1000,,1927,,Yes,No,2023,320000
1296,Alma,Alma Centre,Townhouse,3,3,1034,2323,1980,,No,Yes,2024,190000
1297,Granby,Centre-Ville,Triplex,7,5,2799,5026,1961,,Yes,Yes,2025,1063000
1298,Lévis,Lévis Centre,Single Family,6,2,1663,6026,1956,2024,No,Yes,2024,463000
1299,Saint-Jean-sur-Richelieu,Iberville,Single Family,5,1,1504,9330,2023,,No,Yes,2024,483000
1300,Victoriaville,Centre-Ville,Duplex,4,3,1954,3151,1996,2024,Yes,Yes,2024,572000
1301,Longueuil,Greenfield Park,Townhouse,3,2,1061,2343,1966,2014,No,Yes,2022,377000
1302,Québec,Vanier,Condo,2,2,726,,1905,2018,Yes,No,2023,260000
1303,Laval,Chomedey,Condo,1,2,723,,1976,,No,No,2024,370000
1304,Mirabel,Sainte-Monique,Condo,2,1,1021,,1966,,Yes,No,2024,429000
1305,Québec,Limoilou,Condo,2,1,975,,2017,,No,No,2021,317000
1306,Laval,Pont-Viau,Condo,1,1,854,,2001,,No,No,2025,442000
1307,Montréal,Lachine,Single Family,4,2,1601,7474,1958,,Yes,Yes,2023,543000
1308,Lévis,Lévis Centre,Condo,2,2,887,,2002,2019,Yes,No,2022,250000
1309,Sherbrooke,Fleurimont,Single Family,3,2,1493,10401,1968,2017,Yes,Yes,2022,380000
1310,Granby,Centre-Ville,Condo,2,1,773,,2022,,Yes,No,2025,418000
1311,Longueuil,Saint-Hubert,Single Family,3,3,1161,5352,1973,2009,Yes,No,2024,534000
1312,Granby,Centre-Ville,Condo,2,1,723,,2020,,No,No,2023,326000
1313,Montréal,Pointe-aux-Trembles,Condo,2,2,857,,1905,,No,No,2022,300000
1314,Granby,Centre-Ville,Single Family,4,2,1353,6481,1976,2015,Yes,No,2025,571000
1315,Dollard-des-Ormeaux,West Island,Condo,3,1,751,,1995,2007,Yes,No,2022,430000
1316,Châteauguay,Centre-Ville,Townhouse,2,2,1284,2908,1955,,No,Yes,2024,350000
1317,Repentigny,Le Gardeur,Single Family,3,4,1400,12721,2013,,Yes,Yes,2024,806000
1318,Laval,Sainte-Dorothée,Duplex,3,2,1725,4244,2018,,Yes,Yes,2025,769000
1319,Québec,Beauport,Townhouse,3,1,1246,4309,1964,2005,Yes,Yes,2024,303000
1320,Saint-Jérôme,Bellefeuille,Bungalow,4,1,1291,6711,2019,,Yes,No,2021,338000
1321,Québec,Sainte-Foy,Duplex,4,2,1817,3912,1977,,Yes,Yes,2024,390000
1322,Brossard,Solar Uniquartier,Single Family,5,2,1920,10145,1958,,Yes,Yes,2025,721000
1323,Montréal,Rosemont,Single Family,2,1,1604,4557,2000,,Yes,Yes,2022,516000
1324,Saint-Bruno-de-Montarville,Centre-Ville,Duplex,4,3,1779,3446,1962,,Yes,Yes,2021,470000
1325,Châteauguay,Centre-Ville,Single Family,2,1,1326,7356,1992,2006,Yes,Yes,2021,275000
1326,Gatineau,Gatineau Centre,Condo,2,1,626,,1993,2009,Yes,No,2025,414000
1327,Trois-Rivières,Trois-Rivières-Ouest,Single Family,4,3,1212,7622,2006,,Yes,Yes,2025,330000
1328,Montréal,Plateau-Mont-Royal,Condo,2,1,627,,2002,,No,No,2023,334000
1329,Québec,Limoilou,Single Family,6,2,1195,9318,2021,,Yes,Yes,2023,379000
1330,Laval,Duvernay,Townhouse,3,1,1215,3867,1977,2020,Yes,Yes,2023,474000
1331,Québec,Charlesbourg,Townhouse,2,2,1128,2500,1915,2021,Yes,No,2022,224000
1332,Brossard,Secteur B,Single Family,5,2,1472,9993,1996,,Yes,No,2023,598000
1333,Longueuil,Vieux-Longueuil,Townhouse,3,3,971,2877,1982,,Yes,Yes,2023,399000
1334,Blainville,Blainville Centre,Condo,1,2,892,,2004,,Yes,No,2024,489000
1335,Boucherville,Boucherville Centre,Single Family,5,2,1703,6137,1989,,Yes,Yes,2021,534000
1336,Québec,Sainte-Foy,Duplex,5,3,1879,6311,1995,2023,No,Yes,2025,464000
1337,Saint-Jean-sur-Richelieu,Centre-Ville,Condo,2,1,755,,1964,,No,No,2024,275000
1338,Québec,Sillery,Single Family,4,2,1350,8655,1952,,Yes,Yes,2024,348000
1339,Brossard,Secteur C,Single Family,6,2,1516,13681,1957,,Yes,Yes,2025,654000
1340,Québec,Charlesbourg,Single Family,4,4,1363,12298,1989,2016,Yes,Yes,2021,314000
1341,Brossard,Secteur C,Condo,2,2,850,,1980,,No,No,2024,604000
1342,Vaudreuil-Dorion,Centre-Ville,Townhouse,3,3,1059,2773,1996,2021,Yes,Yes,2023,395000
1343,Saint-Jérôme,Bellefeuille,Single Family,3,3,1147,8066,1979,2023,Yes,Yes,2024,382000
1344,Dollard-des-Ormeaux,West Island,Condo,1,2,1017,,2014,,Yes,No,2025,629000
1345,Montréal,Pointe-aux-Trembles,Single Family,5,2,1863,10068,1957,,No,Yes,2021,533000
1346,Blainville,Blainville Centre,Condo,2,1,714,,1986,,No,No,2022,333000
1347,Laval,Chomedey,Condo,2,2,796,,2016,,Yes,No,2023,435000
1348,Brossard,Secteur A,Single Family,4,3,1223,9342,2019,,Yes,Yes,2024,506000
1349,Montréal,NDG,Townhouse,4,1,1051,3307,1952,,Yes,No,2025,422000
1350,Granby,Centre-Ville,Townhouse,2,2,1171,3617,2022,,Yes,Yes,2024,342000
1351,Trois-Rivières,Trois-Rivières-Ouest,Triplex,8,5,2317,6713,1993,2018,Yes,Yes,2024,669000
1352,Brossard,Solar Uniquartier,Single Family,5,4,1629,8467,2018,,Yes,Yes,2022,636000
1353,Montréal,Rosemont,Single Family,5,3,2088,7258,1929,,No,Yes,2024,539000
1354,Châteauguay,Centre-Ville,Duplex,5,3,1551,5013,2002,,Yes,No,2023,334000
1355,Montréal,Lachine,Single Family,4,3,1480,8313,2000,,Yes,Yes,2021,586000
1356,Trois-Rivières,Centre-Ville,Duplex,4,3,1675,4535,1963,,No,Yes,2025,406000
1357,Montréal,Ville-Marie,Single Family,3,3,1529,10775,1955,,Yes,Yes,2025,711000
1358,Brossard,Solar Uniquartier,Single Family,5,3,2043,12879,2009,,No,Yes,2024,865000
1359,Blainville,Blainville Centre,Triplex,5,4,2274,4378,2006,,Yes,Yes,2022,586000
1360,Montréal,Lachine,Single Family,3,2,1324,6016,1946,,No,Yes,2024,447000
1361,Longueuil,Greenfield Park,Single Family,4,3,1872,8849,1978,2011,Yes,Yes,2023,755000
1362,Longueuil,Le Vieux-Longueuil,Single Family,5,3,949,7872,1990,2024,Yes,Yes,2024,591000
1363,Québec,Lebourgneuf,Condo,2,2,1001,,1966,2016,No,No,2021,274000
1364,Val-d'Or,Val-d'Or Centre,Condo,2,2,644,,1985,,No,No,2024,156000
1365,Brossard,Solar Uniquartier,Single Family,4,3,1904,3772,1962,,Yes,Yes,2024,765000
1366,Lévis,Charny,Townhouse,3,2,1091,2574,2009,,Yes,Yes,2025,353000
1367,Montréal,Ahuntsic,Single Family,4,1,1454,7211,2007,,No,Yes,2024,605000
1368,Pointe-Claire,West Island,Condo,2,2,790,,2008,2014,Yes,No,2025,549000
1369,Repentigny,Repentigny Centre,Single Family,5,2,1308,3317,2004,2016,Yes,Yes,2022,426000
1370,Longueuil,Vieux-Longueuil,Townhouse,3,3,1145,2870,2005,,Yes,Yes,2024,527000
1371,Sherbrooke,Lennoxville,Duplex,5,3,2102,2919,1984,2021,Yes,Yes,2023,480000
1372,Québec,Lebourgneuf,Single Family,6,3,1373,4857,2009,,No,Yes,2025,436000
1373,Montréal,Pointe-aux-Trembles,Triplex,5,3,2755,5367,2011,,No,No,2025,1342000
1374,Longueuil,Greenfield Park,Bungalow,4,2,968,7427,1996,,Yes,Yes,2022,496000
1375,Sherbrooke,Rock Forest,Condo,2,1,725,,2020,,Yes,No,2024,334000
1376,Sept-Îles,Sept-Îles Centre,Single Family,5,2,1642,4842,1966,,Yes,Yes,2021,184000
1377,Châteauguay,Centre-Ville,Condo,2,1,698,,2006,2012,No,No,2024,302000
1378,Victoriaville,Centre-Ville,Condo,2,1,767,,2012,,No,No,2025,381000
1379,Val-d'Or,Val-d'Or Centre,Townhouse,3,2,1308,2334,1978,2015,Yes,Yes,2022,214000
1380,Québec,Lebourgneuf,Duplex,4,3,1756,5155,1959,2011,Yes,Yes,2024,508000
1381,Saint-Jean-sur-Richelieu,Centre-Ville,Bungalow,4,1,842,6861,1986,2008,No,Yes,2024,282000
1382,Laval,Duvernay,Single Family,4,2,935,5883,1991,,Yes,Yes,2025,459000
1383,Brossard,Secteur B,Duplex,4,3,1598,4539,2013,,Yes,Yes,2023,582000
1384,Châteauguay,Centre-Ville,Townhouse,3,2,1172,1724,1985,2011,Yes,Yes,2025,317000
1385,Gatineau,Gatineau Centre,Townhouse,3,3,1013,2079,1994,,Yes,Yes,2024,497000
1386,Longueuil,Greenfield Park,Townhouse,4,2,1091,2804,2008,,Yes,Yes,2025,501000
1387,Terrebonne,La Plaine,Single Family,3,2,1093,6140,2012,,No,Yes,2025,642000
1388,Montréal,Plateau-Mont-Royal,Single Family,5,3,1949,6027,2006,,Yes,Yes,2024,741000
1389,Québec,Lebourgneuf,Single Family,4,2,1428,9596,1918,,No,Yes,2023,307000
1390,Repentigny,Repentigny Centre,Condo,2,1,703,,1989,2005,No,No,2024,456000
1391,Lévis,Charny,Condo,2,2,786,,1994,,Yes,No,2025,373000
1392,Laval,Duvernay,Condo,2,1,899,,1995,,Yes,No,2025,480000
1393,Granby,Centre-Ville,Condo,1,1,728,,1965,,Yes,No,2024,396000
1394,Québec,Sillery,Single Family,4,3,1597,10915,1969,2011,Yes,Yes,2023,393000
1395,Saint-Jérôme,Centre-Ville,Single Family,6,2,1012,5672,1995,,Yes,Yes,2021,274000
1396,Montréal,NDG,Single Family,4,3,1360,9048,1934,2014,Yes,Yes,2021,582000
1397,Terrebonne,Lachenaie,Single Family,2,2,2010,9539,2016,,Yes,Yes,2024,736000
1398,Québec,Limoilou,Single Family,4,3,1528,5823,1959,2012,Yes,Yes,2023,451000
1399,Laval,Fabreville,Single Family,5,3,1712,10463,1983,,Yes,Yes,2024,757000
1400,Montréal,Ahuntsic,Single Family,4,3,1348,7587,1989,,Yes,Yes,2024,599000
1401,Saint-Jérôme,Centre-Ville,Condo,2,2,652,,2015,,No,No,2023,260000
1402,Laval,Vimont,Townhouse,4,2,1005,4322,2017,2022,Yes,Yes,2022,355000
1403,Lévis,Saint-Nicolas,Condo,2,2,1014,,1959,,Yes,No,2025,349000
1404,Sherbrooke,Lennoxville,Triplex,8,4,2424,6651,1980,,Yes,Yes,2022,563000
1405,Saguenay,La Baie,Single Family,4,3,1641,9645,2000,,Yes,No,2024,330000
1406,Sherbrooke,Lennoxville,Duplex,5,3,1932,4096,1967,,No,Yes,2021,394000
1407,Saint-Jean-sur-Richelieu,Iberville,Condo,2,2,702,,1980,,Yes,No,2025,289000
1408,Montréal,Saint-Léonard,Townhouse,3,2,1108,3938,2011,,No,Yes,2022,393000
1409,Sherbrooke,Fleurimont,Triplex,7,5,2817,4055,1978,,No,Yes,2024,737000
1410,Québec,Charlesbourg,Townhouse,2,2,1134,3214,1911,,No,No,2025,295000
1411,Québec,Beauport,Single Family,4,2,1422,5679,2021,,Yes,Yes,2022,374000
1412,Québec,Beauport,Single Family,4,3,1495,7126,2001,,Yes,Yes,2024,514000
1413,Sherbrooke,Centre-Ville,Single Family,3,3,1208,6886,1974,2006,Yes,Yes,2023,368000
1414,Longueuil,Le Vieux-Longueuil,Condo,2,1,800,,2002,,No,No,2025,556000
1415,Québec,Beauport,Townhouse,3,1,966,2804,1933,,Yes,No,2022,247000
1416,Mirabel,Sainte-Monique,Condo,2,2,905,,2005,2016,Yes,No,2022,365000
1417,Longueuil,Saint-Hubert,Single Family,6,2,1465,7152,1964,,Yes,No,2024,557000
1418,Longueuil,Vieux-Longueuil,Single Family,3,1,1226,12225,2009,,Yes,Yes,2024,604000
1419,Montréal,Rosemont,Townhouse,3,2,1127,2941,1953,,Yes,Yes,2024,440000
1420,Blainville,Blainville Centre,Condo,2,2,735,,1986,2017,No,No,2022,303000
1421,Brossard,Secteur A,Single Family,4,3,1064,3813,2013,,Yes,Yes,2024,568000
1422,Terrebonne,Terrebonne Ouest,Single Family,4,1,1092,6366,1974,2016,Yes,Yes,2021,532000
1423,Drummondville,Centre-Ville,Single Family,2,4,1072,5867,1982,,Yes,Yes,2024,326000
1424,Québec,Sainte-Foy,Condo,2,2,689,,2002,,Yes,No,2023,268000
1425,Québec,Beauport,Condo,1,2,867,,2021,,No,No,2025,357000
1426,Val-d'Or,Val-d'Or Centre,Single Family,5,3,1648,7239,1975,,No,Yes,2023,231000
1427,Laval,Sainte-Dorothée,Triplex,8,3,1979,5393,2006,,Yes,Yes,2021,652000
1428,Mirabel,Sainte-Monique,Single Family,4,2,1452,10527,1988,,No,Yes,2021,318000
1429,Montréal,Verdun,Single Family,4,2,1561,7028,1998,,No,Yes,2023,559000
1430,Terrebonne,Lachenaie,Single Family,2,2,1548,5432,2017,,Yes,Yes,2022,658000
1431,Saguenay,La Baie,Condo,3,1,822,,1977,2012,Yes,No,2025,316000
1432,Montréal,Ville-Marie,Townhouse,3,2,1097,2048,1959,2014,Yes,No,2025,549000
1433,Québec,Limoilou,Condo,3,2,865,,1957,,Yes,No,2023,319000
1434,Victoriaville,Centre-Ville,Triplex,4,4,2221,3680,1975,,No,Yes,2022,555000
1435,Mirabel,Sainte-Monique,Single Family,3,3,1384,6206,1973,2008,Yes,Yes,2021,367000
1436,Lévis,Saint-Nicolas,Single Family,3,3,1869,4970,1976,,Yes,No,2022,402000
1437,Repentigny,Le Gardeur,Single Family,5,3,1724,4633,1960,2023,Yes,Yes,2025,927000
1438,Brossard,Secteur C,Townhouse,3,2,1254,1864,2009,,Yes,Yes,2021,453000
1439,Mirabel,Saint-Canut,Single Family,4,2,1325,6329,2010,,Yes,Yes,2025,533000
1440,Laval,Fabreville,Single Family,6,3,1571,9257,1997,,Yes,No,2023,580000
1441,Longueuil,Greenfield Park,Condo,2,2,678,,1995,,Yes,No,2024,444000
1442,Longueuil,Saint-Hubert,Triplex,6,4,2339,6106,1984,2019,Yes,Yes,2024,1001000
1443,Val-d'Or,Val-d'Or Centre,Duplex,5,2,1668,5622,2008,,No,Yes,2021,207000
1444,Longueuil,Greenfield Park,Single Family,4,2,1478,6966,1990,,Yes,Yes,2025,723000
1445,Laval,Duvernay,Single Family,4,1,1343,9242,2004,,Yes,Yes,2025,688000
1446,Saguenay,Chicoutimi,Condo,2,2,936,,2019,,No,No,2021,195000
1447,Montréal,Plateau-Mont-Royal,Triplex,7,5,2491,6207,2012,2017,No,Yes,2025,1413000
1448,Rimouski,Rimouski Centre,Single Family,6,3,1704,12261,1990,,Yes,Yes,2025,341000
1449,Drummondville,Saint-Charles,Triplex,8,4,1758,5159,2006,,Yes,Yes,2024,535000
1450,Saint-Jean-sur-Richelieu,Iberville,Condo,2,2,677,,1956,,Yes,No,2024,257000
1451,Repentigny,Repentigny Centre,Single Family,5,2,1864,6303,2017,,Yes,Yes,2021,632000
1452,Laval,Duvernay,Single Family,3,2,1441,8030,2021,,Yes,No,2022,514000
1453,Montréal,Plateau-Mont-Royal,Single Family,3,3,1607,5595,1912,2005,Yes,Yes,2025,696000
1454,Montréal,NDG,Single Family,4,2,1038,9714,1976,,Yes,Yes,2025,587000
1455,Brossard,Secteur B,Townhouse,3,2,1006,2323,1973,,Yes,Yes,2022,344000
1456,Terrebonne,Lachenaie,Condo,2,1,665,,1958,2008,Yes,No,2024,421000
1457,Gatineau,Gatineau Centre,Single Family,5,2,1623,7999,2022,,Yes,Yes,2023,617000
1458,Boucherville,Boucherville Centre,Condo,2,2,819,,2021,,No,No,2022,369000
1459,Sept-Îles,Sept-Îles Centre,Condo,2,1,796,,2013,,Yes,No,2025,203000
1460,Québec,Charlesbourg,Townhouse,2,2,1186,2515,1962,2013,Yes,No,2024,329000
1461,Montréal,Villeray,Townhouse,2,1,1032,3798,2004,,No,Yes,2021,315000
1462,Candiac,Candiac Centre,Single Family,3,2,1455,7997,1979,2010,Yes,Yes,2024,527000
1463,Montréal,Ahuntsic,Townhouse,2,2,1091,3420,1956,,No,Yes,2021,311000
1464,Montréal,Plateau-Mont-Royal,Bungalow,4,1,861,3787,1972,,No,Yes,2021,327000
1465,Saguenay,La Baie,Duplex,6,3,1940,4303,1959,2009,Yes,No,2023,310000
1466,Longueuil,Vieux-Longueuil,Single Family,6,2,1691,8336,1998,,Yes,Yes,2021,545000
1467,Laval,Pont-Viau,Duplex,6,3,2030,3201,1967,2010,No,Yes,2024,860000
1468,Montréal,LaSalle,Condo,2,2,705,,1968,,Yes,No,2024,301000
1469,Granby,Centre-Ville,Single Family,6,2,1362,7117,1976,,Yes,Yes,2022,479000
